# BLASTN 2.9.0+
# Query: Mu1.4
# Database: Genome/W22
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 137 hits found
Mu1.4	chr5	87.500	200	23	2	1	199	120061748	120061550	1.97e-58	230
Mu1.4	chr5	86.000	200	26	2	1	199	205730276	205730474	1.98e-53	213
Mu1.4	chr5	93.548	93	6	0	1	93	205731740	205731648	3.41e-31	139
Mu1.4	chr5	76.224	143	31	3	1	141	76678059	76678200	3.51e-11	73.1
Mu1.4	chr5	80.899	89	17	0	1	89	57607366	57607278	1.26e-10	71.3
Mu1.4	chr5	76.364	110	26	0	1	110	76682148	76682039	2.73e-07	60.2
Mu1.4	chr5	80.000	75	14	1	37	110	134517695	134517621	1.27e-05	54.7
Mu1.4	chr5	80.769	52	10	0	1	52	217485714	217485765	0.099	41.7
Mu1.4	chr5	82.609	46	8	0	34	79	220021907	220021952	0.099	41.7
Mu1.4	chr5	100.000	21	0	0	34	54	59038181	59038201	0.36	39.9
Mu1.4	chr5	92.593	27	2	0	34	60	184504557	184504583	0.36	39.9
Mu1.4	chr5	95.833	24	1	0	37	60	184508380	184508357	0.36	39.9
Mu1.4	chr1	89.950	199	20	0	1	199	20955150	20954952	9.02e-67	257
Mu1.4	chr1	89.447	199	21	0	1	199	30522220	30522418	4.20e-65	252
Mu1.4	chr1	87.437	199	25	0	1	199	272298697	272298499	1.97e-58	230
Mu1.4	chr1	86.935	199	26	0	1	199	30524306	30524108	9.15e-57	224
Mu1.4	chr1	85.930	199	28	0	1	199	272293893	272294091	1.98e-53	213
Mu1.4	chr1	89.362	141	15	0	1	141	20953343	20953483	7.22e-43	178
Mu1.4	chr1	81.675	191	31	4	1	189	291724463	291724651	3.39e-36	156
Mu1.4	chr1	81.152	191	32	4	1	189	623675	623863	1.57e-34	150
Mu1.4	chr1	81.152	191	32	4	1	189	291725444	291725256	1.57e-34	150
Mu1.4	chr1	92.308	91	7	0	1	91	104591796	104591706	2.05e-28	130
Mu1.4	chr1	79.058	191	36	4	1	189	625664	625476	7.38e-28	128
Mu1.4	chr1	82.270	141	22	2	51	189	104590615	104590754	4.44e-25	119
Mu1.4	chr1	88.172	93	11	0	1	93	122021266	122021358	7.43e-23	111
Mu1.4	chr1	80.159	126	22	2	6	129	122054700	122054576	9.68e-17	91.6
Mu1.4	chr1	90.769	65	6	0	1	65	104590547	104590611	1.25e-15	87.9
Mu1.4	chr1	79.439	107	19	2	37	141	263993666	263993771	3.51e-11	73.1
Mu1.4	chr1	78.205	78	16	1	34	110	240806206	240806283	5.91e-04	49.1
Mu1.4	chr1	78.667	75	15	1	37	110	240807838	240807764	5.91e-04	49.1
Mu1.4	chr1	75.581	86	19	2	1	85	6327861	6327945	0.099	41.7
Mu1.4	chr10	89.950	199	19	1	1	199	146540164	146539967	3.24e-66	255
Mu1.4	chr10	88.945	199	21	1	1	199	133146087	133146284	7.02e-63	244
Mu1.4	chr10	87.500	200	24	1	1	199	133147580	133147381	1.97e-58	230
Mu1.4	chr10	86.935	199	26	0	1	199	146510168	146510366	9.15e-57	224
Mu1.4	chr10	83.770	191	27	3	1	189	24137903	24138091	7.22e-43	178
Mu1.4	chr10	88.172	93	8	3	1	92	24139636	24139546	9.61e-22	108
Mu1.4	chr10	90.698	43	4	0	1	43	133147095	133147137	9.82e-07	58.4
Mu1.4	chr10	86.667	45	6	0	37	81	14142147	14142103	1.64e-04	51.0
Mu1.4	chr10	82.456	57	10	0	34	90	25136100	25136156	1.64e-04	51.0
Mu1.4	chr10	90.323	31	3	0	37	67	25137758	25137728	0.099	41.7
Mu1.4	chr10	95.833	24	1	0	37	60	146767125	146767102	0.36	39.9
Mu1.4	chr4	88.945	199	22	0	1	199	213483885	213484083	1.95e-63	246
Mu1.4	chr4	86.935	199	26	0	1	199	213485714	213485516	9.15e-57	224
Mu1.4	chr4	84.293	191	22	6	1	188	169355207	169355392	2.01e-43	180
Mu1.4	chr4	90.426	94	7	2	1	93	169356094	169356002	3.43e-26	122
Mu1.4	chr4	78.307	189	37	4	3	189	41672409	41672595	4.44e-25	119
Mu1.4	chr4	77.083	192	37	7	1	189	141810743	141810556	1.24e-20	104
Mu1.4	chr4	76.761	142	32	1	1	141	181228495	181228636	7.54e-13	78.7
Mu1.4	chr4	80.000	100	18	2	1	99	141805958	141806056	3.51e-11	73.1
Mu1.4	chr4	81.176	85	16	0	1	85	41684473	41684389	4.54e-10	69.4
Mu1.4	chr4	76.364	110	26	0	1	110	181233485	181233376	2.73e-07	60.2
Mu1.4	chr4	75.758	99	24	0	1	99	93753605	93753703	1.64e-04	51.0
Mu1.4	chr4	85.417	48	7	0	34	81	248359718	248359765	1.64e-04	51.0
Mu1.4	chr4	74.107	112	26	3	1	110	38164813	38164923	0.027	43.6
Mu1.4	chr4	77.632	76	14	3	37	110	40545559	40545485	0.027	43.6
Mu1.4	chr3	85.930	199	28	0	1	199	241133490	241133292	1.98e-53	213
Mu1.4	chr3	85.106	188	28	0	1	188	241129913	241130100	2.58e-47	193
Mu1.4	chr3	89.431	123	12	1	1	123	175620034	175620155	1.22e-35	154
Mu1.4	chr3	93.548	93	6	0	1	93	175621591	175621499	3.41e-31	139
Mu1.4	chr3	85.714	84	12	0	37	120	206725849	206725766	3.48e-16	89.8
Mu1.4	chr3	82.796	93	16	0	1	93	206720821	206720913	1.62e-14	84.2
Mu1.4	chr3	74.346	191	45	4	1	189	149716767	149716955	7.54e-13	78.7
Mu1.4	chr3	80.612	98	17	2	66	162	175620171	175620267	9.75e-12	75.0
Mu1.4	chr3	79.798	99	20	0	1	99	149720513	149720415	3.51e-11	73.1
Mu1.4	chr3	79.365	63	13	0	37	99	226406441	226406379	0.008	45.4
Mu1.4	chr3	92.593	27	2	0	34	60	118661811	118661837	0.36	39.9
Mu1.4	chr3	75.556	90	17	4	37	124	127860532	127860446	0.36	39.9
Mu1.4	chr7	86.391	169	21	2	10	177	156765279	156765112	1.55e-44	183
Mu1.4	chr7	84.444	45	7	0	37	81	33392948	33392904	0.008	45.4
Mu1.4	chr7	92.593	27	2	0	34	60	180269139	180269165	0.36	39.9
# BLAST processed 1 queries
